Date,Hour,Minute,Permit Type,Spaces Left
2023-09-28,0,15,Gold Permit,160
2023-09-28,0,15,Gold Permit,166
2023-09-28,0,15,Gold Permit,6
2023-09-28,0,15,Orange Permit,158
2023-09-28,0,15,Orange Permit,108
2023-09-28,0,15,Purple Permit,34
2023-09-28,0,15,Pay-By-Space,40
2023-09-28,1,22,Gold Permit,162
2023-09-28,1,22,Gold Permit,167
2023-09-28,1,22,Gold Permit,6
2023-09-28,1,22,Orange Permit,158
2023-09-28,1,22,Orange Permit,109
2023-09-28,1,22,Purple Permit,35
2023-09-28,1,22,Pay-By-Space,39
2023-09-28,2,3,Gold Permit,165
2023-09-28,2,3,Gold Permit,168
2023-09-28,2,3,Gold Permit,6
2023-09-28,2,3,Orange Permit,158
2023-09-28,2,3,Orange Permit,109
2023-09-28,2,3,Purple Permit,35
2023-09-28,2,3,Pay-By-Space,41
2023-09-28,2,19,Gold Permit,165
2023-09-28,2,19,Gold Permit,168
2023-09-28,2,19,Gold Permit,6
2023-09-28,2,19,Orange Permit,158
2023-09-28,2,19,Orange Permit,109
2023-09-28,2,19,Purple Permit,35
2023-09-28,2,19,Pay-By-Space,41
2023-09-28,2,31,Gold Permit,165
2023-09-28,2,31,Gold Permit,168
2023-09-28,2,31,Gold Permit,6
2023-09-28,2,31,Orange Permit,158
2023-09-28,2,31,Orange Permit,109
2023-09-28,2,31,Purple Permit,35
2023-09-28,2,31,Pay-By-Space,41
2023-09-28,2,45,Gold Permit,165
2023-09-28,2,45,Gold Permit,168
2023-09-28,2,45,Gold Permit,6
2023-09-28,2,45,Orange Permit,158
2023-09-28,2,45,Orange Permit,109
2023-09-28,2,45,Purple Permit,35
2023-09-28,2,45,Pay-By-Space,41
2023-09-28,3,8,Gold Permit,165
2023-09-28,3,8,Gold Permit,168
2023-09-28,3,8,Gold Permit,6
2023-09-28,3,8,Orange Permit,158
2023-09-28,3,8,Orange Permit,109
2023-09-28,3,8,Purple Permit,35
2023-09-28,3,8,Pay-By-Space,41
2023-09-28,3,26,Gold Permit,165
2023-09-28,3,26,Gold Permit,168
2023-09-28,3,26,Gold Permit,6
2023-09-28,3,26,Orange Permit,158
2023-09-28,3,26,Orange Permit,109
2023-09-28,3,26,Purple Permit,35
2023-09-28,3,26,Pay-By-Space,40
2023-09-28,3,33,Gold Permit,165
2023-09-28,3,33,Gold Permit,168
2023-09-28,3,33,Gold Permit,6
2023-09-28,3,33,Orange Permit,158
2023-09-28,3,33,Orange Permit,109
2023-09-28,3,33,Purple Permit,35
2023-09-28,3,33,Pay-By-Space,40
2023-09-28,3,46,Gold Permit,165
2023-09-28,3,46,Gold Permit,168
2023-09-28,3,46,Gold Permit,6
2023-09-28,3,46,Orange Permit,158
2023-09-28,3,46,Orange Permit,109
2023-09-28,3,46,Purple Permit,35
2023-09-28,3,46,Pay-By-Space,40
2023-09-28,4,4,Gold Permit,165
2023-09-28,4,4,Gold Permit,168
2023-09-28,4,4,Gold Permit,6
2023-09-28,4,4,Orange Permit,158
2023-09-28,4,4,Orange Permit,109
2023-09-28,4,4,Purple Permit,35
2023-09-28,4,4,Pay-By-Space,41
2023-09-28,4,21,Gold Permit,165
2023-09-28,4,21,Gold Permit,168
2023-09-28,4,21,Gold Permit,6
2023-09-28,4,21,Orange Permit,158
2023-09-28,4,21,Orange Permit,109
2023-09-28,4,21,Purple Permit,35
2023-09-28,4,21,Pay-By-Space,41
2023-09-28,4,31,Gold Permit,165
2023-09-28,4,31,Gold Permit,168
2023-09-28,4,31,Gold Permit,6
2023-09-28,4,31,Orange Permit,158
2023-09-28,4,31,Orange Permit,109
2023-09-28,4,31,Purple Permit,35
2023-09-28,4,31,Pay-By-Space,41
2023-09-28,4,46,Gold Permit,165
2023-09-28,4,46,Gold Permit,168
2023-09-28,4,46,Gold Permit,6
2023-09-28,4,46,Orange Permit,158
2023-09-28,4,46,Orange Permit,109
2023-09-28,4,46,Purple Permit,35
2023-09-28,4,46,Pay-By-Space,41
2023-09-28,5,5,Gold Permit,165
2023-09-28,5,5,Gold Permit,168
2023-09-28,5,5,Gold Permit,6
2023-09-28,5,5,Orange Permit,158
2023-09-28,5,5,Orange Permit,109
2023-09-28,5,5,Purple Permit,35
2023-09-28,5,5,Pay-By-Space,41
2023-09-28,5,26,Gold Permit,165
2023-09-28,5,26,Gold Permit,168
2023-09-28,5,26,Gold Permit,7
2023-09-28,5,26,Orange Permit,158
2023-09-28,5,26,Orange Permit,108
2023-09-28,5,26,Purple Permit,35
2023-09-28,5,26,Pay-By-Space,41
